28,5090234,1468240
19,5093811,1461231
15,5087303,1476676
41,5095549,1485649
35,5096249,1471982
17,5095007,1466108
9,5085337,1468509
18,5084279,1474391
8,5086512,1464515
6,5114726,1497634
37,5110637,1495470
25,5119053,1497957
159,5118829,1489120
98,5115804,1477991
51,5102926,1490836
251,5128514,1473495
133,5130332,1491182
72,5135579,1494011
281,5141858,1462480
36,5155789,1470093
87,5140726,1480508
144,5148125,1479604
83,5152455,1451312
95,5142434,1421565
236,5147751,1432812
43,5144281,1408399
59,5137785,1405219
61,5137660,1422645
135,5137815,1438330
20,5176314,1435918
15,5178153,1433068
8,5176007,1431022
9,5173529,1430687
6,5173298,1434340
27,5171750,1440343
31,5178100,1446087
6,5180316,1438633
20,5182701,1435264
19,5182214,1432338
135,5170040,1445384
126,5184694,1418708
105,5175335,1419264
56,5158993,1413319
144,5165411,1421018
39,5155990,1420854
280,5157944,1439940
186,5173435,1458682
98,5162972,1465628
271,5194876,1462407
203,5187489,1436677
69,5188703,1452896
202,5172575,1390429
139,5183217,1393967
111,5177782,1406105
103,5166250,1402942
299,5159694,1373586
44,5171400,1377963
120,5169833,1365025
208,5162485,1350036
4,5133242,1238729
4,5135063,1236109
1,5132995,1236704
2,5133867,1236423
4,5137082,1239019
2,5136125,1235983
3,5137383,1236785
28,5140281,1232816
18,5137947,1230045
2,5134255,1233071
15,5135318,1227191
7,5134270,1230981
6,5132684,1227180
8,5130259,1226565
2,5131911,1228678
5,5132291,1233853
37,5127559,1229789
2,5131958,1237211
8,5130390,1237353
5,5129183,1239718
22,5128856,1247094
6,5129882,1242391
4,5131827,1242297
1,5134405,1240862
9,5132798,1247252
2,5133087,1240657
3,5134313,1242830
17,5133212,1249795
3,5134891,1245488
4,5136024,1246833
7,5136260,1243425
13,5138848,1244548
20,5141310,1241953
5,5137699,1241011
31,5126846,1239655
58,5129254,1221534
33,5139241,1251287
81,5139715,1222171
46,5121806,1230285
15,5134948,1253638
41,5125632,1247522
311,5151596,1236153
35,5145431,1236047
60,5119600,1221807
70,5113654,1231798
61,5112068,1250478
27,5120638,1237343
26,5110053,1238367
29,5116721,1254272
46,5120708,1250491
54,5114320,1242884
45,5097852,1242632
129,5097291,1236213
53,5105006,1234746
12,5108239,1233395
87,5099881,1233996
45,5096947,1256962
163,5089290,1230521
31,5087131,1242562
54,5104421,1268005
69,5114150,1266798
145,5106117,1256572
275,5123458,1274461
84,5113654,1280693
63,5126086,1256337
35,5128629,1273250
78,5117623,1293633
154,5114324,1312960
41,5107700,1304328
44,5108011,1318680
54,5111373,1295509
52,5120302,1312453
193,5134240,1314254
92,5123974,1305998
72,5137369,1297501
105,5129770,1295313
232,5138435,1280660
25,5132543,1262450
8,5132171,1256113
24,5136258,1261308
61,5135777,1269707
274,5148088,1263658
119,5160202,1262592
90,5155885,1293475
47,5150717,1299713
114,5150924,1283633
83,5146454,1312182
147,5162511,1282108
152,5157308,1307532
75,5145371,1294945
151,5154872,1322218
41,5147169,1351186
315,5174155,1324688
172,5151115,1339517
69,5146012,1363337
82,5144413,1322672
122,5143669,1347091
34,5149800,1355049
200,5173888,1343301
41,5161170,1332569
3,5149044,1196281
4,5146824,1197373
10,5146987,1199914
3,5150003,1196480
21,5147002,1203385
21,5152050,1198765
25,5150867,1190800
2,5148540,1192811
6,5146676,1192413
6,5148018,1188972
7,5145199,1194599
3,5145307,1197759
20,5142473,1198846
91,5144397,1184286
51,5144671,1209697
126,5151896,1210830
230,5159969,1190099
110,5153841,1177126
53,5134065,1196655
36,5128503,1211457
88,5132624,1207829
63,5128877,1189004
85,5137908,1181252
33,5130229,1178800
13,5134618,1179448
100,5138723,1209199
11,5131344,1193009
292,5134986,1159508
34,5143363,1160730
153,5150735,1155185
14,5158184,1150533
9,5155536,1149520
22,5153213,1147073
108,5149652,1166214
47,5164508,1150158
145,5159486,1137558
102,5161426,1163479
26,5174937,1197617
137,5171738,1203418
54,5184898,1205048
193,5179214,1203911
56,5168984,1191197
113,5178257,1175560
14,5180394,1166779
125,5168672,1177550
47,5171162,1164646
79,5183437,1178918
198,5178104,1148749
122,5167030,1139522
53,5185405,1128196
59,5172459,1133456
12,5179279,1136464
15,5181554,1128202
19,5178231,1130692
9,5180903,1133657
102,5180181,1116649
42,5170753,1110790
252,5168285,1117942
144,5174933,1106292
208,5150652,1128145
76,5144066,1120749
263,5153289,1101234
41,5143173,1107120
150,5144059,1141149
34,5167591,1127936
82,5136022,1131972
91,5136213,1115649
86,5129053,1139088
114,5129328,1120827
32,5128890,1107573
178,5112234,1182745
72,5112911,1168224
127,5122466,1177113
31,5122759,1165837
20,5127625,1164006
65,5127202,1152527
150,5118738,1154004
36,5112953,1155912
110,5121586,1192921
75,5115953,1212636
81,5112464,1200117
96,5122284,1210094
25,5125877,1201647
31,5109487,1211396
138,5101469,1217273
53,5106737,1195092
62,5101362,1203895
80,5108562,1222281
27,5162466,1231784
38,5167019,1224484
64,5173221,1237387
95,5173034,1246742
138,5164355,1246376
77,5174578,1225313
114,5164612,1209629
116,5182989,1242090
24,5161777,1225619
15,5159637,1219069
19,5155778,1220197
20,5168103,1231491
7,5164862,1229806
14,5160050,1232100
23,5158013,1228063
36,5178365,1231689
25,5185044,1227046
34,5184578,1218656
44,5179625,1217881
7,5179894,1225394
20,5190687,1221131
76,5191395,1227740
85,5199241,1236113
211,5194071,1245445
66,5188621,1252966
67,5184455,1258220
108,5194722,1273093
149,5188862,1282231
237,5177023,1255594
161,5169459,1273209
354,5182398,1301386
226,5170919,1300136
145,5060233,1130172
74,5055569,1134373
63,5065974,1145745
118,5058180,1152089
72,5044910,1151941
36,5046714,1145309
48,5044992,1163169
56,5041882,1170143
97,5054231,1159823
98,5067686,1160913
42,5068173,1152453
65,5064002,1156567
257,5075176,1136482
35,5067578,1123745
115,5066952,1112500
14,5064580,1119117
12,5061768,1121837
3,5087829,1208198
10,5088894,1209871
30,5088059,1203880
8,5083990,1205808
22,5083639,1210567
10,5091348,1207686
101,5089771,1214315
27,5082090,1201491
120,5077405,1200730
99,5084382,1220428
65,5090835,1197430
48,5082644,1194349
32,5096751,1189507
69,5098068,1197077
61,5095359,1176807
56,5101317,1180676
29,5087142,1185851
35,5092031,1188193
225,5084797,1173132
15,5094819,1159463
23,5090275,1156114
6,5089111,1160771
13,5092489,1161181
140,5096406,1154918
119,5080178,1152800
57,5103764,1172302
42,5099202,1160647
115,5070881,1173650
87,5074311,1183969
189,5060193,1183074
29,5054317,1192121
87,5049584,1187479
41,5060542,1171343
45,5043708,1186585
24,5041822,1181578
72,5048906,1169366
113,5061479,1194030
32,5068530,1200672
36,5058936,1198607
55,5070312,1191417
55,5068340,1211181
9,5070903,1205576
85,5064104,1216318
46,5075359,1214626
25,5061115,1216516
50,5070102,1224177
14,5070641,1247351
41,5076774,1246051
9,5072370,1244744
3,5069421,1246886
17,5066805,1247114
15,5072435,1253154
66,5060231,1251652
12,5066743,1252905
27,5067228,1240744
36,5066908,1266983
50,5073760,1258700
43,5065188,1259348
21,5069285,1255818
18,5062823,1246197
18,5057195,1250539
55,5049250,1242679
70,5044147,1232953
26,5054023,1241167
43,5053797,1230574
4,5048149,1239205
20,5054300,1248350
22,5047846,1228495
28,5038369,1246392
68,5030366,1234353
55,5038752,1234131
56,5043372,1247791
21,5035883,1240727
20,5059956,1270898
23,5059214,1262024
30,5062553,1274816
64,5064750,1283122
15,5061405,1266973
28,5049607,1250567
111,5047258,1261171
30,5056146,1272813
22,5055017,1264324
18,5053457,1267939
28,5053771,1255922
46,5051757,1276703
22,5057905,1280969
29,5042924,1269160
41,5050845,1286986
60,5047516,1276256
51,5080447,1255714
14,5085782,1256407
49,5084250,1246902
39,5087330,1261242
65,5072943,1234898
22,5069036,1235451
36,5075875,1229113
61,5081907,1237964
16,5078345,1238109
52,5062198,1234325
46,5058422,1238568
26,5059778,1224266
17,5065530,1235367
4,5061840,1227059
7,5049222,1210960
24,5052120,1211600
51,5048373,1208362
11,5050079,1217635
121,5043974,1199227
44,5053114,1199818
49,5050001,1224014
36,5055407,1221331
12,5055110,1213953
15,5055374,1208789
161,5039456,1214897
105,5034284,1222756
19,5028283,1224005
43,5022366,1230602
2,5083515,1292150
2,5083093,1290535
4,5084750,1291081
20,5086956,1290081
15,5082065,1287363
14,5082145,1283582
2,5081545,1289346
5,5081181,1290907
2,5079822,1288642
22,5076934,1296430
16,5078721,1294295
5,5081665,1293671
14,5081166,1298771
25,5081054,1303058
3,5083818,1295067
19,5086353,1296334
50,5087287,1271335
25,5091592,1280318
20,5076875,1286400
20,5081706,1278029
12,5088663,1286550
10,5088337,1279405
21,5073199,1290191
21,5093722,1289208
8,5090104,1276393
10,5088680,1273139
49,5091853,1295839
11,5086289,1283730
11,5091423,1286098
193,5102564,1283155
63,5095446,1266806
30,5107434,1291901
28,5096435,1274912
73,5081613,1269245
15,5075060,1262832
14,5078659,1272819
9,5076096,1270167
21,5079504,1261766
52,5069819,1277915
26,5071401,1269827
10,5069901,1284524
22,5075928,1274934
26,5075061,1283244
4,5070860,1288469
8,5068807,1291178
5,5074257,1267545
6,5072705,1275738
17,5074415,1306386
18,5067629,1295840
21,5071141,1295208
15,5064700,1295399
30,5065664,1307526
32,5068712,1302293
22,5069787,1309184
10,5073864,1310489
20,5077411,1307344
23,5074813,1300129
60,5057732,1305848
44,5049789,1298363
26,5062263,1290945
26,5050895,1305989
34,5050458,1292269
48,5053710,1313575
55,5057022,1287134
40,5043555,1294894
21,5057005,1293915
24,5062022,1301268
133,5060094,1318667
35,5070281,1324719
47,5072440,1319171
26,5062020,1311160
134,5067501,1335101
48,5068022,1348796
20,5063311,1347147
27,5085470,1308924
76,5087134,1318907
66,5080304,1312677
33,5079973,1324390
16,5086907,1302078
28,5076834,1316291
48,5091720,1333940
67,5087055,1338326
61,5098979,1327692
79,5081326,1330978
108,5075076,1341548
111,5077757,1351746
55,5089342,1344471
41,5101755,1339040
41,5096197,1339110
7,5103629,1334380
33,5083196,1339440
86,5100155,1298174
182,5098909,1312059
65,5091877,1308468
2,5253195,1338380
3,5251766,1338771
0,5253013,1340551
1,5252028,1340473
2,5251379,1341524
2,5251191,1343732
3,5250029,1345805
1,5251574,1346513
2,5252320,1344151
3,5251807,1351440
4,5249862,1348384
6,5248299,1352643
3,5250056,1352299
4,5252057,1349681
1,5252385,1348256
1,5253100,1346978
1,5253555,1342569
2,5253453,1345001
1,5254427,1344226
0,5253715,1341030
1,5254620,1341097
1,5255165,1340802
1,5253091,1333645
1,5252926,1332177
0,5251988,1333554
3,5252615,1336373
1,5252969,1334915
0,5251630,1330580
1,5251788,1331892
1,5252771,1330523
1,5250931,1332571
0,5250980,1331474
0,5250752,1330320
0,5250254,1330733
0,5249606,1331392
0,5249402,1330305
1,5249693,1328912
1,5248505,1331258
1,5248312,1332869
0,5249122,1332794
0,5249828,1332601
0,5249775,1334348
0,5249177,1334056
0,5249359,1335304
0,5249630,1336454
3,5250504,1336285
1,5250690,1334270
0,5250215,1333801
0,5248654,1335082
0,5248385,1334076
0,5248369,1335282
2,5247663,1335639
1,5249238,1339696
1,5250006,1338150
3,5248689,1338657
1,5248961,1341641
1,5250237,1340226
1,5250135,1343308
1,5249766,1342310
0,5247964,1343936
0,5248573,1343657
0,5249075,1343027
1,5247784,1342222
1,5246663,1342915
0,5247751,1343228
0,5247186,1344744
3,5247200,1346427
1,5247881,1345154
6,5246473,1340329
2,5247857,1337999
2,5246353,1337318
3,5244846,1337223
4,5242827,1339652
2,5244572,1339957
2,5246535,1334519
1,5247291,1333692
0,5247068,1332606
1,5246200,1331758
0,5245535,1331516
1,5244922,1333473
2,5245375,1334369
3,5244284,1331136
3,5243376,1329410
5,5242076,1330566
3,5241884,1332696
3,5243895,1334769
3,5242550,1335038
6,5241542,1337818
1,5241040,1335286
4,5240148,1339975
4,5238921,1338493
2,5239346,1341560
3,5244865,1342564
6,5242780,1342105
3,5243318,1346214
2,5242274,1346164
8,5241135,1349789
3,5242987,1349113
4,5244888,1345138
3,5248522,1347610
6,5246343,1348766
3,5245500,1351481
8,5246831,1351475
6,5244355,1350145
6,5243778,1354326
8,5241179,1354814
6,5240052,1356623
26,5238329,1362730
81,5236589,1349873
10,5246063,1357777
8,5242890,1358981
37,5241504,1367114
15,5245795,1363118
21,5244464,1370812
2,5252428,1358699
8,5250188,1358753
13,5249795,1361122
3,5253713,1361052
1,5254059,1358964
2,5254949,1355864
8,5253836,1353457
12,5250424,1355755
3,5254007,1356169
1,5255662,1356869
3,5256241,1357185
7,5258138,1349175
6,5255100,1351110
3,5254186,1349717
4,5257166,1354647
6,5257968,1352259
3,5255712,1344828
6,5255955,1347732
3,5257020,1344336
24,5263700,1348705
15,5261567,1343075
7,5259260,1345968
5,5258141,1339953
6,5258964,1336896
10,5262414,1339208
3,5256962,1340354
2,5256684,1341996
1,5254756,1336553
1,5255729,1334946
2,5255125,1333651
3,5254278,1335040
1,5254108,1338962
1,5254948,1338499
1,5256097,1338671
3,5257510,1331867
7,5256031,1329546
4,5257212,1334963
2,5256743,1337308
2,5260126,1334632
4,5259207,1332456
2,5260094,1336618
8,5264276,1329670
5,5261452,1331291
7,5261124,1333729
16,5261219,1324933
10,5258169,1324442
8,5257657,1327429
4,5259072,1329821
3,5253139,1317965
2,5254478,1318029
2,5254709,1320651
17,5257516,1318763
6,5255741,1317225
8,5253651,1313983
4,5251374,1316939
5,5251398,1319928
5,5252668,1322480
7,5254974,1323961
4,5253919,1330064
6,5254246,1326342
2,5252017,1326912
2,5251425,1325877
1,5251594,1323784
7,5250010,1321706
1,5250696,1328674
2,5252097,1328851
24,5247087,1315153
25,5241990,1314386
20,5244294,1319734
6,5243723,1324147
3,5241739,1325594
5,5242158,1327883
5,5245000,1325883
20,5248135,1323847
8,5245858,1328463
1,5247319,1331030
2,5247796,1329242
4,5240395,1306903
47,5242308,1303753
14,5237859,1300126
18,5237076,1305225
78,5247497,1297971
6,5236652,1309474
9,5237362,1313114
9,5239220,1310801
21,5238268,1327656
61,5237018,1319904
116,5238135,1287697
181,5222243,1298524
58,5233356,1298073
99,5241788,1277101
68,5228711,1306577
23,5228019,1298731
47,5230900,1312765
43,5257810,1309332
97,5263968,1303926
66,5250882,1308913
386,5261329,1281124
44,5258718,1296501
170,5271724,1263968
94,5250602,1284066
113,5260916,1232562
605,5261996,1251845
45,5254464,1236634
104,5273575,1241569
16,5240596,1251302
34,5244007,1250702
63,5238516,1242610
106,5238905,1256132
220,5228156,1251113
107,5237854,1235197
148,5224778,1234549
199,5231937,1272464
81,5248677,1247381
279,5217019,1256889
232,5219876,1277716
145,5206183,1265645
220,5208984,1241023
75,5217090,1232553
568,5195663,1307385
212,5208339,1287852
46,5208045,1316547
341,5209485,1325504
126,5221229,1320636
110,5229200,1325363
51,5236421,1332770
5,5233654,1455439
2,5232921,1454272
83,5233213,1446152
119,5229558,1451375
87,5224082,1459281
128,5218281,1440158
270,5251089,1438341
115,5262955,1422793
142,5267507,1437862
120,5243868,1450715
176,5255893,1453555
68,5255893,1390424
302,5261800,1388697
51,5251811,1368773
27,5251899,1377990
152,5252378,1415854
117,5258132,1408190
24,5249171,1383918
70,5237474,1406712
325,5238748,1421064
76,5226645,1403642
137,5233804,1387444
159,5241470,1387206
38,5247431,1378998
16,5247761,1370455
9,5244887,1375574
25,5228655,1362185
28,5229784,1370800
42,5234374,1370277
11,5235934,1358531
12,5233983,1361442
38,5222747,1364482
9,5232361,1361752
68,5215576,1371386
87,5212752,1380238
99,5223700,1356629
135,5225163,1375531
55,5211932,1359715
76,5208025,1369713
180,5218729,1349296
22,5232640,1340068
32,5230347,1338349
33,5228863,1343855
234,5203480,1352482
104,5214940,1338162
603,5217799,1420646
180,5221458,1391724
34,5221718,1400483
116,5200209,1430322
196,5216005,1457112
184,5206450,1462219
121,5194539,1390239
216,5201710,1378511
509,5199767,1407416
375,5182765,1368656
252,5188273,1344372
165,5195262,1356214
74,5282936,1383842
19,5283952,1373917
222,5290663,1387447
236,5289923,1362123
210,5298010,1374096
133,5287719,1401073
413,5278432,1406307
130,5271069,1409285
429,5304576,1403386
205,5308153,1426734
231,5318740,1417761
128,5322764,1435354
118,5268264,1358794
26,5263994,1354403
204,5276036,1350346
175,5262966,1374033
60,5276471,1363790
180,5277118,1328780
19,5265889,1326281
18,5270370,1332413
4,5263302,1333333
6,5263928,1337139
15,5271532,1327440
144,5286652,1339020
13,5267904,1331925
29,5267357,1337256
127,5268522,1312870
31,5263179,1320664
207,5279909,1305375
6,5272505,1319692
567,5299321,1311806
223,5299070,1335485
214,5315172,1324744
62,5291763,1277736
413,5298938,1266858
90,5298575,1285349
175,5311147,1287009
198,5278931,1275468
150,5295856,1298476
121,5315147,1273921
477,5286405,1246728
410,5298754,1231811
36,5291069,1246850
628,5316801,1250416
441,5314453,1207800
188,5328676,1222503
151,5325087,1204859
58,5353163,1325912
15,5357837,1328522
11,5354086,1331541
223,5362353,1334216
53,5369882,1324754
191,5376010,1324828
259,5366608,1311113
149,5349285,1328740
141,5365351,1354343
133,5364448,1364473
82,5392196,1301650
360,5386888,1311359
170,5399364,1317113
32,5389649,1337769
140,5389097,1324338
261,5371749,1274617
216,5368273,1293281
48,5382565,1280067
118,5391862,1285304
226,5373737,1254795
206,5387202,1255836
245,5395331,1265043
394,5351043,1275391
269,5359282,1253065
121,5336180,1260486
338,5335217,1243496
138,5344354,1241724
95,5353471,1238823
136,5351609,1307070
76,5352333,1291696
142,5333648,1308919
446,5334790,1323991
122,5332961,1276476
186,5328801,1283287
155,5323866,1300591
201,5332719,1341694
891,5316887,1360472
111,5319565,1333814
812,5328671,1390753
337,5351587,1400793
165,5349406,1419533
132,5339154,1431476
102,5338185,1416046
82,5329881,1422182
50,5334041,1431309
87,5354789,1375329
195,5347327,1378891
164,5345481,1355501
164,5352008,1363065
97,5362932,1398435
88,5366404,1410697
35,5372849,1403095
226,5376362,1392014
196,5365600,1380432
56,5382465,1368898
181,5392107,1367054
168,5383292,1349356
170,5377054,1355622
177,5377368,1375245
86,5391705,1394952
65,5390647,1413701
15,5394354,1414168
79,5394071,1399881
61,5402606,1370063
142,5394456,1381989
54,5411732,1381777
9,5407079,1390352
29,5402876,1402587
19,5408387,1335998
7,5407377,1342280
23,5408818,1344113
127,5398545,1356604
207,5407914,1330229
83,5394152,1341440
180,5409284,1362100
12,5408588,1216225
4,5409187,1211301
76,5402788,1207073
27,5410329,1204710
6,5412762,1205409
15,5415090,1199981
8,5415188,1205870
15,5417175,1207158
45,5415954,1215939
28,5413099,1211970
19,5424829,1223579
136,5417879,1228183
68,5410938,1230055
82,5406000,1238373
173,5402435,1250909
120,5401224,1222905
30,5406152,1202723
81,5410367,1189096
59,5413715,1194065
16,5413553,1175441
98,5408565,1168799
93,5400207,1165691
82,5404934,1180179
119,5400163,1189814
227,5388895,1197434
156,5383871,1184973
122,5393119,1207989
71,5379405,1218893
335,5376929,1208372
139,5374743,1237424
219,5365785,1232325
240,5391079,1232116
89,5424642,1236479
81,5432543,1268929
49,5431401,1253144
114,5423885,1261948
202,5412757,1268109
140,5416806,1247859
40,5432375,1238008
66,5436836,1269141
50,5442823,1282641
82,5442862,1255356
6,5432973,1306501
16,5429312,1305714
16,5428218,1309570
181,5428159,1296742
121,5437643,1298516
123,5416616,1284970
84,5411571,1278503
84,5427087,1279137
50,5412282,1305765
95,5418675,1301359
178,5405722,1293136
149,5408120,1315949
160,5419018,1321374
191,5444945,1341446
47,5452690,1363537
64,5454465,1355888
99,5462146,1333228
18,5453114,1309516
165,5449174,1327879
107,5436652,1323816
135,5430051,1330088
65,5434696,1348269
58,5433360,1370157
23,5442117,1358437
3,5362987,1140509
36,5365593,1143755
20,5364711,1135161
4,5363917,1139366
47,5358681,1141030
18,5360602,1147949
45,5362592,1154615
90,5369935,1153622
111,5372279,1140574
66,5367485,1126994
74,5358867,1124169
50,5355352,1135039
105,5348083,1143756
74,5351757,1151621
21,5355715,1150585
251,5356364,1168604
245,5369563,1105002
79,5363260,1119155
215,5376934,1095747
404,5340858,1123274
194,5351223,1107978
145,5355124,1091973
120,5328915,1108970
256,5341887,1074976
123,5340959,1095554
307,5326334,1092582
236,5334691,1148075
238,5321746,1139545
217,5323133,1158544
138,5320272,1117527
128,5340649,1158864
198,5310447,1143887
140,5301157,1174384
121,5294389,1194327
201,5297980,1205268
227,5307555,1182120
276,5317306,1172780
101,5343666,1184839
221,5336111,1177115
204,5352539,1189040
150,5334878,1194088
253,5344510,1206326
234,5345758,1223912
213,5359842,1208673
226,5368637,1190026
165,5371990,1167541
102,5380527,1169390
0,5355136,999896
1,5354691,1001925
1,5355798,1001102
0,5357485,997879
0,5356789,997960
1,5356754,999747
1,5357851,999305
0,5358812,998832
1,5359011,997686
1,5357895,996712
0,5357861,995227
0,5357513,994540
0,5357137,995893
1,5355804,999109
1,5355655,997986
1,5356425,996790
1,5355139,996522
14,5353354,998063
1,5354631,997866
2,5355934,1005022
3,5354780,1004968
11,5352288,1003955
6,5348223,1022175
5,5350606,1020371
13,5350537,1015180
10,5348906,1013889
74,5345193,1013427
54,5345365,1026817
3,5345838,997305
8,5345926,993171
14,5343332,995160
32,5346026,1001630
15,5349969,997180
19,5348762,1002445
61,5352440,985856
15,5348415,985132
18,5345263,986187
34,5342839,1005631
29,5339114,997466
41,5336445,1004042
63,5339743,987973
4,5333472,997633
5,5334695,997928
74,5331161,984855
104,5327925,973707
27,5324325,985581
38,5330204,962787
32,5322532,973274
19,5323156,980691
28,5330574,994006
74,5325865,997514
49,5317891,1004913
45,5320873,992208
64,5337167,973212
21,5322281,1038440
30,5323957,1046028
19,5325542,1039084
123,5329433,1070485
45,5332600,1036909
14,5328053,1030681
8,5328371,1034806
16,5328341,1044805
93,5318743,1071837
44,5316992,1083755
19,5320942,1082678
82,5321622,1014379
79,5330210,1053998
11,5336647,1048359
19,5333596,1044268
127,5311873,1021040
32,5313298,1030552
35,5314746,1013711
14,5324994,1033775
54,5322400,1027993
24,5338343,1041727
31,5320669,1054685
26,5327401,1064363
30,5323768,1057205
26,5321704,1063761
14,5320965,1048049
35,5315611,1039469
11,5319169,1044343
22,5317914,1032404
140,5336008,1024705
38,5338491,1009789
26,5339071,1034748
14,5330171,1004506
13,5330818,1000233
14,5328102,1016881
29,5327966,1009872
17,5326794,1023024
8,5329868,1013656
9,5334142,1034353
22,5330896,1026826
38,5352945,1027159
27,5338613,1052606
77,5342300,1053355
98,5354146,1050408
51,5344062,1039082
11,5353945,1021448
118,5350562,1067915
33,5356764,1063219
75,5352718,1037729
24,5334993,1058361
13,5349363,1042577
6,5347195,1037494
6,5346290,1045875
7,5348082,1033092
76,5346117,968718
56,5343491,979750
61,5353306,971144
44,5349847,957815
20,5344487,961599
22,5341475,962436
31,5338299,956778
18,5334607,959955
11,5339869,970407
16,5337396,965741
10,5359022,947581
7,5360492,946024
48,5363725,946417
44,5356691,951839
103,5345035,946514
62,5339762,943679
104,5371916,935307
44,5361428,927468
19,5365814,931791
12,5367900,924184
29,5362762,937425
75,5352612,944061
25,5355480,960694
18,5359133,953712
60,5357473,929373
29,5356256,920095
26,5382980,928122
59,5382856,909854
31,5383632,920733
37,5378375,923343
27,5377322,930427
12,5353714,953879
45,5368317,914677
30,5364423,922824
47,5373004,923094
43,5379216,887358
19,5376877,889830
21,5376785,881371
113,5361494,907869
33,5366661,904411
30,5364239,895103
89,5369573,889650
53,5372320,878080
30,5378572,909351
23,5373384,897305
35,5380457,900010
32,5374865,915698
55,5373494,905009
3,5357607,1008218
5,5357101,1011328
5,5358388,1012809
3,5358917,1009571
2,5358659,1006944
1,5357497,1004646
1,5357782,1003005
1,5357370,1001444
1,5356331,1002405
1,5356758,1004778
4,5354961,1008188
28,5351675,1010102
3,5352806,1014717
7,5354794,1013477
5,5355445,1010530
6,5360644,1016694
27,5361103,1023743
3,5361039,1013489
6,5358861,1016968
8,5361535,1011627
4,5362419,1009642
1,5360718,1006779
3,5360617,1008324
4,5360751,1001299
1,5359292,1000027
1,5358422,1000259
3,5358974,1002344
1,5358769,1004881
1,5359899,1004481
2,5361061,1005543
8,5363133,1000505
6,5362284,1005414
5,5364239,1004349
12,5365526,1016626
5,5364230,1008189
6,5364585,1011613
8,5367205,1012223
31,5370426,1011715
6,5366403,1007598
4,5364686,1000711
7,5366679,1003946
4,5366628,1000558
9,5362402,996267
5,5364124,995033
6,5363904,991338
3,5362605,993341
6,5361140,989235
8,5358669,990701
4,5359653,993386
4,5359458,996204
4,5359680,988302
6,5358366,985766
16,5359320,976423
9,5356515,980201
8,5358609,980057
5,5355197,988283
4,5357032,988008
5,5355809,985073
3,5356957,991508
2,5355085,991388
2,5355407,993153
2,5355146,994756
1,5356663,994537
16,5372652,998952
11,5370487,997224
13,5367024,996471
4,5369375,999299
12,5370245,1004145
10,5359981,982549
32,5358818,969391
24,5357641,1021088
39,5373948,1009698
35,5366911,1021470
11,5366613,1028059
38,5367436,1042782
49,5372866,1024376
66,5360443,1034215
17,5369099,1019443
13,5365337,1036784
10,5365405,1032025
9,5364871,1041645
7,5357826,1041239
9,5364618,1047284
5,5367259,1034765
12,5363372,1027632
23,5370529,1040789
12,5370000,1035115
10,5374349,1030676
7,5357273,1033867
1,5386721,1068793
9,5388963,1067721
20,5387367,1062750
4,5385775,1066152
53,5382003,1062909
18,5382797,1072378
6,5385321,1069534
12,5387212,1073606
17,5389091,1077442
30,5391235,1078721
34,5394548,1086849
23,5392751,1071166
